line_number,keep,technique,angle,technique_key,angle_key,record_reference_key,target_technique_key,url,title,segment_start_s,segment_end_s,command
146,yes,jab,front_learn_secret_throwing_old_0uzosd,jab,front_learn_secret_throwing_old_0uzosd,jab__front_learn_secret_throwing_old_0uzosd,jab,https://www.youtube.com/watch?v=0uzOSd3_w2g,Learn the SECRET to throwing an OLD SCHOOL JAB #boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=0uzOSd3_w2g"" --record-reference ""jab__front_learn_secret_throwing_old_0uzosd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
147,yes,jab,lead_side_body_mechanics_positioning_defend_euhgme,jab,lead_side_body_mechanics_positioning_defend_euhgme,jab__lead_side_body_mechanics_positioning_defend_euhgme,jab,https://www.youtube.com/watch?v=euHgMEjZbyU,Body mechanics for the jab and positioning to defend and counter the overhand right! #jab #counter,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=euHgMEjZbyU"" --record-reference ""jab__lead_side_body_mechanics_positioning_defend_euhgme"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
148,yes,jab,front_parry_etsmhk,jab,front_parry_etsmhk,jab__front_parry_etsmhk,jab,https://www.youtube.com/watch?v=ETSMHkY7EmQ,HOW TO PARRY THE JAB,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ETSMHkY7EmQ"" --record-reference ""jab__front_parry_etsmhk"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
149,yes,jab,front_throw_bullet_62mcnf,jab,front_throw_bullet_62mcnf,jab__front_throw_bullet_62mcnf,jab,https://www.youtube.com/watch?v=62mcnF8iIIY,How to throw a bullet jab in boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=62mcnF8iIIY"" --record-reference ""jab__front_throw_bullet_62mcnf"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
151,yes,jab,front_5_variations_used_floyd_jnlg2p,jab,front_5_variations_used_floyd_jnlg2p,jab__front_5_variations_used_floyd_jnlg2p,jab,https://www.youtube.com/watch?v=JNlG2pHUgFA,5 Variations Of The Jab Used By FLOYD MAYWEATHER! #boxingtechnique,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=JNlG2pHUgFA"" --record-reference ""jab__front_5_variations_used_floyd_jnlg2p"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
152,yes,jab,front_cross_hook_right_way_lpamcx,jab,front_cross_hook_right_way_lpamcx,jab__front_cross_hook_right_way_lpamcx,jab,https://www.youtube.com/watch?v=lPAMcxwCjEI,"JAB, CROSS, HOOK the RIGHT Way! #boxing #training #technique #boxeo",,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=lPAMcxwCjEI"" --record-reference ""jab__front_cross_hook_right_way_lpamcx"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
153,yes,jab,front_different_types_you_can_3h1tcz,jab,front_different_types_you_can_3h1tcz,jab__front_different_types_you_can_3h1tcz,jab,https://www.youtube.com/watch?v=3h1tCZa0n_Y,Different Boxing Jab Types You CAN Throw #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=3h1tCZa0n_Y"" --record-reference ""jab__front_different_types_you_can_3h1tcz"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
154,yes,jab,lead_side_mechanics_paramount_offensive_striking_ffs_21,jab,lead_side_mechanics_paramount_offensive_striking_ffs_21,jab__lead_side_mechanics_paramount_offensive_striking_ffs_21,jab,https://www.youtube.com/watch?v=FFS_21q8ZTc,Mechanics of the jab. Paramount for offensive striking. Learn more about it on Jujiclub.com,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=FFS_21q8ZTc"" --record-reference ""jab__lead_side_mechanics_paramount_offensive_striking_ffs_21"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
155,yes,jab,front_triple_learntobox_boxingtraining_viral_e67zju,jab,front_triple_learntobox_boxingtraining_viral_e67zju,jab__front_triple_learntobox_boxingtraining_viral_e67zju,jab,https://www.youtube.com/watch?v=e67ZJUh4kz4,THE TRIPLE JAB 🔥😮‍💨 #boxing #learntobox #boxingtraining #tutorial #viral #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=e67ZJUh4kz4"" --record-reference ""jab__front_triple_learntobox_boxingtraining_viral_e67zju"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
156,yes,jab,front_slip_boxingtutorial_boxingtraining_learntobox_m5rnzd,jab,front_slip_boxingtutorial_boxingtraining_learntobox_m5rnzd,jab__front_slip_boxingtutorial_boxingtraining_learntobox_m5rnzd,jab,https://www.youtube.com/watch?v=M5rNzdg8g-A,Slip-Jab 😮‍💨🔥 #tutorial #boxing #boxingtutorial #boxingtraining #learntobox #viral #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=M5rNzdg8g-A"" --record-reference ""jab__front_slip_boxingtutorial_boxingtraining_learntobox_m5rnzd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
157,yes,jab,lead_side_throwing_amp_righthand_has_rkloym,jab,lead_side_throwing_amp_righthand_has_rkloym,jab__lead_side_throwing_amp_righthand_has_rkloym,jab,https://www.youtube.com/watch?v=RklOYm8LWJk,Throwing a #jab &amp; #righthand has the same #bodymechanics as #slipping a jab and Right Hand #boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=RklOYm8LWJk"" --record-reference ""jab__lead_side_throwing_amp_righthand_has_rkloym"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
158,yes,jab,front_slip_minute_lt44cs,jab,front_slip_minute_lt44cs,jab__front_slip_minute_lt44cs,jab,https://www.youtube.com/watch?v=Lt44CS6t_Rs,How To Slip A Jab [Boxing Minute] #Shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Lt44CS6t_Rs"" --record-reference ""jab__front_slip_minute_lt44cs"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
159,yes,jab,front_3x_more_power_drgpgf,jab,front_3x_more_power_drgpgf,jab__front_3x_more_power_drgpgf,jab,https://www.youtube.com/watch?v=DrGpGfvWN6U,How to Jab with 3x More Power,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=DrGpGfvWN6U"" --record-reference ""jab__front_3x_more_power_drgpgf"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
160,yes,jab,front_throw_boxingtraining_canelo_dkk7jd,jab,front_throw_boxingtraining_canelo_dkk7jd,jab__front_throw_boxingtraining_canelo_dkk7jd,jab,https://www.youtube.com/watch?v=dkk7JDFwO0U,How to throw the perfect jab 📝🥊 #shorts #boxing #boxingtraining #canelo,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=dkk7JDFwO0U"" --record-reference ""jab__front_throw_boxingtraining_canelo_dkk7jd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
161,yes,jab,front_throw_punch_right_way_p22xjv,jab,front_throw_punch_right_way_p22xjv,jab__front_throw_punch_right_way_p22xjv,jab,https://www.youtube.com/watch?v=p22xjV0HYJY,Throw a punch the RIGHT way! #boxing #muaythai #mma #technique,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=p22xjV0HYJY"" --record-reference ""jab__front_throw_punch_right_way_p22xjv"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
162,yes,jab,front_throw_wap0hh,jab,front_throw_wap0hh,jab__front_throw_wap0hh,jab,https://www.youtube.com/watch?v=wap0HH0puLg,How To Throw A Jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=wap0HH0puLg"" --record-reference ""jab__front_throw_wap0hh"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
163,yes,jab,front_throw_u_jbl8,jab,front_throw_u_jbl8,jab__front_throw_u_jbl8,jab,https://www.youtube.com/watch?v=u_JBl8WRz5I,How to Throw the Perfect Jab in Boxing #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=u_JBl8WRz5I"" --record-reference ""jab__front_throw_u_jbl8"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
164,yes,jab,front_throw_boxingtraining_boxer_naoyainoue_oas5ap,jab,front_throw_boxingtraining_boxer_naoyainoue_oas5ap,jab__front_throw_boxingtraining_boxer_naoyainoue_oas5ap,jab,https://www.youtube.com/watch?v=OAS5aPWRjoQ,How to throw the jab 📝🥊 #shorts #boxing #boxingtraining #boxer #naoyainoue,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=OAS5aPWRjoQ"" --record-reference ""jab__front_throw_boxingtraining_boxer_naoyainoue_oas5ap"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
165,yes,jab,front_counter_every_single_boxingtips_kelp2,jab,front_counter_every_single_boxingtips_kelp2,jab__front_counter_every_single_boxingtips_kelp2,jab,https://www.youtube.com/watch?v=KELP2-FlPdA,Counter every single jab 🥊 #boxing #boxingtips,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=KELP2-FlPdA"" --record-reference ""jab__front_counter_every_single_boxingtips_kelp2"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
166,yes,jab,front_throw_boxer_boxingtraining_boxinglife_9zlgdt,jab,front_throw_boxer_boxingtraining_boxinglife_9zlgdt,jab__front_throw_boxer_boxingtraining_boxinglife_9zlgdt,jab,https://www.youtube.com/watch?v=9ZlgdT8N1RM,How to throw the perfect jab 📝🥊 #shorts #boxing #boxer #boxingtraining #boxinglife,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=9ZlgdT8N1RM"" --record-reference ""jab__front_throw_boxer_boxingtraining_boxinglife_9zlgdt"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
167,yes,jab,front_cross_hook_combo_breakdown_asez5x,jab,front_cross_hook_combo_breakdown_asez5x,jab__front_cross_hook_combo_breakdown_asez5x,jab,https://www.youtube.com/watch?v=aSEZ5XnIcP8,Jab-Cross-Hook Combo Breakdown #BoxingCombo #JabCrossHook #BoxingTips #BoxingTraining,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=aSEZ5XnIcP8"" --record-reference ""jab__front_cross_hook_combo_breakdown_asez5x"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
168,yes,jab,front_correct_way_throw_double_bknfo1,jab,front_correct_way_throw_double_bknfo1,jab__front_correct_way_throw_double_bknfo1,jab,https://www.youtube.com/watch?v=bknFo1Jt0mI,The Correct Way to Throw a Double Jab...,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=bknFo1Jt0mI"" --record-reference ""jab__front_correct_way_throw_double_bknfo1"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
169,yes,jab,front_throw_wgf5gd,jab,front_throw_wgf5gd,jab__front_throw_wgf5gd,jab,https://www.youtube.com/watch?v=wGf5GdTqc18,How To Throw Your Jab With Perfect Technique 💥,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=wGf5GdTqc18"" --record-reference ""jab__front_throw_wgf5gd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
170,yes,jab,front_throw_iuztcu,jab,front_throw_iuztcu,jab__front_throw_iuztcu,jab,https://www.youtube.com/watch?v=IUzTCUZnh5A,How to throw a Jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IUzTCUZnh5A"" --record-reference ""jab__front_throw_iuztcu"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
173,yes,jab,front_throw_double_boxingtraining_jxsq6b,jab,front_throw_double_boxingtraining_jxsq6b,jab__front_throw_double_boxingtraining_jxsq6b,jab,https://www.youtube.com/watch?v=JxSQ6BLITZI,How to throw a double jab! #boxing #shorts #boxingtraining,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=JxSQ6BLITZI"" --record-reference ""jab__front_throw_double_boxingtraining_jxsq6b"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
174,yes,jab,front_flicker_rbb7rt,jab,front_flicker_rbb7rt,jab__front_flicker_rbb7rt,jab,https://www.youtube.com/watch?v=RBB7rTPnWgo,How to Flicker Jab #boxing #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=RBB7rTPnWgo"" --record-reference ""jab__front_flicker_rbb7rt"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
175,yes,jab,lead_side_body_step_step_breakdown_ja5y_5,jab,lead_side_body_step_step_breakdown_ja5y_5,jab__lead_side_body_step_step_breakdown_ja5y_5,jab,https://www.youtube.com/watch?v=jA5y-5vKBJU,JAB TO BODY | Step By Step Breakdown| Slow Motion  #boxing #boxingtraining #fitness #fightcamp,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=jA5y-5vKBJU"" --record-reference ""jab__lead_side_body_step_step_breakdown_ja5y_5"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
176,yes,jab,lead_side_straight_right_punch_mechanics_p4tqzn,jab,lead_side_straight_right_punch_mechanics_p4tqzn,jab__lead_side_straight_right_punch_mechanics_p4tqzn,jab,https://www.youtube.com/watch?v=P4TqZnWdrZE,Straight Right Punch Mechanics Quick Break Down Teaser #shorts #boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=P4TqZnWdrZE"" --record-reference ""jab__lead_side_straight_right_punch_mechanics_p4tqzn"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
177,yes,jab,lead_side_step_3_is_p,jab,lead_side_step_3_is_p,jab__lead_side_step_3_is_p,jab,https://www.youtube.com/watch?v=3-is-PQBqLo,How To Step With The Jab 🥊,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=3-is-PQBqLo"" --record-reference ""jab__lead_side_step_3_is_p"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
178,yes,jab,lead_side_throwing_backwards_incorrect_footwork_qxzjdu,jab,lead_side_throwing_backwards_incorrect_footwork_qxzjdu,jab__lead_side_throwing_backwards_incorrect_footwork_qxzjdu,jab,https://www.youtube.com/watch?v=qXZJdUFuBeI,Throwing a jab backwards! The incorrect footwork and correct footwork! #footwork #jab #boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=qXZJdUFuBeI"" --record-reference ""jab__lead_side_throwing_backwards_incorrect_footwork_qxzjdu"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
179,yes,jab,front_correct_way_throw_77pac5,jab,front_correct_way_throw_77pac5,jab__front_correct_way_throw_77pac5,jab,https://www.youtube.com/watch?v=77PaC5wXYrE,The Correct Way to Throw Your Jab...,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=77PaC5wXYrE"" --record-reference ""jab__front_correct_way_throw_77pac5"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
180,yes,jab,front_saenchai_style_cross_basic_r2ny36,jab,front_saenchai_style_cross_basic_r2ny36,jab__front_saenchai_style_cross_basic_r2ny36,jab,https://www.youtube.com/watch?v=R2nY368tLXc,Saenchai Style | Jab cross Basic Muay Thai Technique | YOKKAO Training Course,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=R2nY368tLXc"" --record-reference ""jab__front_saenchai_style_cross_basic_r2ny36"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
181,yes,jab,front_no_1_mistake_muay_2s0n_m,jab,front_no_1_mistake_muay_2s0n_m,jab__front_no_1_mistake_muay_2s0n_m,jab,https://www.youtube.com/watch?v=2s0N-mRyDhM,No.1 Jab Mistake in Muay Thai,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=2s0N-mRyDhM"" --record-reference ""jab__front_no_1_mistake_muay_2s0n_m"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
